job_title;company;descriptions;location;subcategory;type;salary;date_ingestion
IT System Administration and General Affairs - for Direct Insurance Broker;PT Tri Dharma Protection;"What's your expected monthly basic salary? Which of the following languages ​​are you fluent in? How much notice are you required to give your current employer? How many years' experience do you have as a Technical Support Professional? How many years' experience do you have as a Microsoft 365 Administrator? How many years' experience do you have as a Purchasing and Office Support Officer? How many years' experience do you have as a Software Administrator? How many years' experience do you have as an Office Secretary? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;full time;;27/06/2024
Information Security and System Risk Controller Staff;PT Bank Resona Perdania;"To do risk identification, measurement, monitoring and controlling related to Information Technology. To do repairs and complete to the ""System Risk Management and Information Security"". To do monitoring and ensuring the effectiveness of run processes in developing and existing Information Technology, communication networks, information security, BCP (Business Continuity Plan), end user computing, electronic banking and the utilization of third party of Information Technology. To do coordination, guiding and directing system controller of each Division, Section, Branch and Sub-Branch also make reports or suggestions of repairs and avoid continuously to BOD. To monitor and supervise action plan from findings internal and external audit and assigned to Information Technology Development Section to settle based on target date. To monitor system projects, user requests and requests to vendors both internally and externally. To supervise internet and email usage and control for email attachments must be password protected which will be sent out with the email. Candidate must possess at least Bachelor's Degree in IT / Information Systems. Have experience in Banking Industry. Have good analytical thinking, problem solver and pro-active. Have good communication skills, leadership, able to work in tight deadlines. Depth knowledge in Information Security area, keep updated related Information Security issues. At least 3 Year(s) of working experience in the related field is required for this position. Placement : Head Office, Jakarta What's your expected monthly basic salary? Role descriptions Salary insights Tools to help you prepare for jobs
";Central Jakarta;Security;full time;;27/06/2024
System Administrator;PT Infokes Indonesia (Bandung);Helping to improve production performance and solving problems Carrying out Gitops tasks Carrying out CI/CD Pipeline for new projects Maintaining and designing server clusters for company needs Maintaining app servers and databases in the company environment Monitoring the condition of company servers Education Min. D3 (Information Engineering, Information Systems, Computer Science) Mastering Linux Administration, MariaDB, AWS (ECS) Understanding Linux Server installation and administration Mastering VM/Server settings Mastering Grafana and Zabbix or AWS Cloudwatch Understanding installation and administration related to databases with MySQL & PostgreSQL Server Willing to work in the office (WFO in Jakarta / Bandung) Mastering orchestration with AWS ECS and Ansible / Terraform What's your expected monthly basic salary? How many years' experience do you have as a Systems Administrator? Which of the following Linux distributions are you familiar with? How would you rate your English language skills? How many years' experience do you have in a software development role? How many years' experience do you have as a Linux SysAdmin?;Bandung;Network & System Administration;full time;IDR 4,666,667 – IDR 7,000,000 per month;27/06/2024
IT Application Systems Specialist;PT Hipernet Indodata;"Carrying out coordination and implementation of procurement of software supporting business processes ⁠Analyzing, developing and integrating technological capabilities between applications in supporting business processes ⁠⁠Carrying out socialization of the use of applications or software to users/recipient parties. ⁠⁠Carry out routine maintenance and monitoring of applications or software ⁠⁠Carry out performance evaluations of applications or software Prepare reports on educational application or software management activities min. S1 majoring in Informatics Engineering/Information Systems. Must have experience in system integration via other APIs/Automation. 0-2 years working experience in the IT application field from the IT Services/Internet Services Provider industry Role descriptions Salary insights Tools to help you prepare for jobs
";Central Jakarta;Network & System Administration;full time;;27/06/2024
Project Manager (Payment System);EURONET TECHNOLOGIES INDONESIA;"Project Management Experience
: Strong project management skills are fundamental. This includes expertise in initiating, planning, executing, monitoring, controlling, and closing projects, as well as experience leading cross-functional teams and managing project budgets and timelines.
Financial Industry Knowledge
: Understanding of financial systems, including banking operations, payment processing, card networks, and regulatory compliance, is essential. This knowledge provides context for managing projects related to payment and card issuing.
Payment Technologies
: Familiarity with various payment technologies such as EMV (Europay, Mastercard, and Visa), tokenization, and mobile payments is valuable for overseeing projects involving the development or implementation of payment solutions.
Regulatory Compliance
: Knowledge of financial regulations and compliance standards relevant to payment systems, such as PCI DSS (Payment Card Industry Data Security Standard), PSD2 (Revised Payment Services Directive), and AML (Anti-Money Laundering) regulations, is crucial for ensuring projects adhere to legal requirements.
Card Issuing Platforms
: Experience with card issuing platforms and systems used by financial institutions to manage card issuance, authorization, and transaction processing can be beneficial. This includes knowledge of card management systems, card personalization, and fraud detection mechanisms.
Global Payment Trends
: Awareness of global payment trends, emerging technologies, and industry best practices can inform project strategies and ensure that solutions remain competitive and aligned with market demands.
Cross-Cultural Communication
: Given the international nature of payment systems and financial services, strong cross-cultural communication skills are essential for collaborating with stakeholders from diverse backgrounds and regions.
Security and Risk Management
: Understanding of security principles, risk assessment methodologies, and data protection regulations is critical for safeguarding sensitive financial information and mitigating security risks associated with payment projects.
Certifications
: certifications such as PMP (Project Management Professional), Agile/Scrum Master, or certifications related to payment security and compliance (e.g., PCI QSA).
Project Implementation
Project Management
Payment Card Processing
Financial Transaction Processing
Credit Card Transaction Processing
Change Management
Electronic Funds Transfers
Stakeholder Engagement
Berapa gaji bulanan yang kamu inginkan?
Berapa tahun pengalaman kerjamu sebagai manajer proyek?
Apakah kamu berpengalaman bekerja dalam scrum agile team?
Sertifikasi PMI mana saja di bawah ini yang sudah kamu selesaikan?";South Jakarta;Program & Project Management;full time;;27/06/2024
SOFTWARE SYSTEM ANALYST (SA);PT Besmart Global Indonesia;Holding at least Bachelor's Degree (S1) Have good logic skills. Ability and desire to learn something new. Experienced in making applications using object programming languages ​​at least 1 programming language. Familiar with databases / database programming. Experience making mockups and Functional Specification Documentation. Have experience in the process of making an application related to requirements, design, development, testing and documentation. Have worked in the IT field especially software development for at least 5 years. Experience being a System Analyst for at least 2 years. Can work together in teams and can work under pressure. Placement in Jakarta, Bandung, and Surabaya Make a mockup and Functional Specification Documentation . Making applications related to requirements, design, development, testing and documentation. How many years of work experience do you have as a systems analyst? Which programming languages ​​below can you use? How many years of work experience do you have in the field of software development?;North Jakarta;Business/System Analyst;full time;;27/06/2024
Systems Analyst;PT Pro Sigmaka Mandiri;Candidate must possess at least Bachelor's Degree Experienced in the same field for 2 years Experienced in System Analyst Role Updated in latest information technologies and its advancement Having deep understanding on System Planning and Analysis Having a good understanding of the Manufacturing system is a plus Doing user requirements gathering To have a technical analysis of user requests in a project Create FSD and TSD documentation To review and create scenarios for SIT/ UAT according to the agreed process flow Maintain communication between team members stakeholders and also other teams in the project. Creating reports for management and/or stakeholders regularly. Propose improvement and innovation within the working process of the IT Digital Business Engineering team Closely collaborate with other teams to maintain the project deadline and team deliverables;Greater Jakarta;Business/System Analyst;Contract;;27/06/2024
Core Systems Officer;PT Mitsui Leasing Capital Indonesia;"Collaborate with stakeholders to gather and document core system requirements. Proactively monitor system performance, identify and resolve issues with the co-operation of the IT team. Prioritize change requests, minimizing operational disruption. Continuously learn about new technologies and industry best practices for core system improvements. Create clear and precise system documentation. Analyze business needs, design, develop and test software solutions. Maintain existing core systems, including handling software bugs and issues. Perform installation, configuration, and maintenance of core systems, implement security measures, and monitor and troubleshoot systems. Engage in system upgrades and migrations, and adhere to coding standards and best practices. Communicate and collaborate with cross-functional teams to bridge the gap between business and IT. Candidate must possess at least Bachelor's Degree of Information Technology Have at least 1 year experience as Programmer Technical Competence: Programming language: PHP, C#, Visual Basic Can use Framework Ms. Windows Environment Reporting: Crystal Report, SSRS (SQL Server Reporting Service), Microsoft SQL Database, IIS Web Server General Competences: Analytical and Logical Thinking, Communication Skill, Problem Solving bridges the gap between business and IT. What's your expected monthly basic salary? Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Engineering - Software;full time;;27/06/2024
SYSTEMS ENGINEER;PT Ras Digital Media;"1- 2 years of experience Server, a Fresh graduate are welcome to apply Candidate must have at least a Bachelor's Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology, or equivalent Good Understanding Installing and Managing servers (upgrading/replacing hardware components) HP and Dell. Experience managing virtualization operations and maintenance on multi-vendor hardware platforms such as Rack and Blade Server. Performance analysis and tuning of virtualized environments. Measure, monitor, and optimize hardware utilization. Hypervisor hands-on and architecture experience Hyper-V / VMware / Xen / KVM Professional certification (VMWare, HP, Dell) a plus Troubleshooting and escalating problems with products supporting the Managed Virtualization product including all server hardware, and operating systems Have a knowledge storage concept. Basic with scripting (Python, PowerShell, JavaScript, vRO) a plus1 Familiar with CCTV and access control system Networking (Internet and Intranet), firewall Understand the 5G private network concept and troubleshooting (RAU and HEU) Understand basic GSM Systems for Mobile Communication Become a part of the Engineering Professional Services team Implementation, Migration, and troubleshooting Provide technical documentation. Managing and monitoring all installed systems and infrastructure Installing, configuring, testing, and maintaining operating systems, application software, and system management tools Ensuring the highest levels of systems and infrastructure availability Monitor and test application performance for potential bottlenecks, identify possible solutions and work with developers to implement those fixes Maintain security, backup, and redundancy strategies Provide 2nd and 3rd level support What monthly salary do you want? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;Contract;IDR 5,500,000 – IDR 8,000,000 per month;27/06/2024
Systems Engineer;PT Sisindokom Lintasbuana;"1- 2 years of experience Server, a Fresh graduate are welcome to apply Candidate must process at least Bachelor's Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent Good Understanding Install and Manage server (upgrade / replace hardware components) HP and Dell. Experience managing virtualization operations and maintenance on multi-vendor hardware platforms such as Rack and Blade Server. Performance analysis and tuning of virtualized environments. Measure, monitor and optimize hardware utilization. Hypervisor hands on and architecture experience Hyper-V / VMware / Xen / KVM Professional certification (VMWare, HP, Dell) a plus Troubleshooting and escalating problems with products supporting the Managed Virtualization product including all server hardware, and operating systems Have a knowledge of storage concepts . Basic with scripting (Python, PowerShell, JavaScript, vRO) a plus1 Become a part of Engineering Professional Services team Implementation, Migration, and troubleshooting Provide technical documentation. What's your expected monthly basic salary? How many years' experience do you have as a systems engineer? Which of the following Linux distributions are you familiar with? Role descriptions Salary insights Tools to help you prepare for jobs
";Central Jakarta;Network & System Administration;full time;;27/06/2024
ERP System Admintrator / Specialist;PT ACA Pacific;Minimum Bachelor's Degree in IT, Accounting/Finance or equivalent Over 3 years of ERP implementation or management experience Deep business knowledge experience Previous experience with Oracle NetSuite will be a plus Excellent communications skill in English, both oral and written is a must Excellent in presentation skill Critical thinking and problem solving Excellent decision-making and leadership capabilities Conflict resolution experience Responsible for the roll out of implementation of the ERP system within the organization Responsible for the integration and maintenance of ERP applications or software within a company. Develop any new report requirements Ability to train any new or existing end-users. Continue to develop customized versions of Product Presentation and Demonstration. Participate in surveys and interviews with potential prospects. Develop additional creative demonstration scenarios and methods. Develop expertise and product knowledge in the complete suite of products offered. Help define project scope, goals and deliverables. 12 days annual leave plus 2 days family day leave Insurance: for staff and family (direct: wife and children) What's your expected monthly basic salary?;Greater Jakarta;Business/System Analyst;full time;;27/06/2024
Digital Manager (Project Management System);PT. Elabram Systems;"Operates And Maintains The Project Management Tool System Records Project Management System Information, And Outputs Project Progress Reports Collects, Identifies, Converges, And Sorts Out The Construction Information Of The Project Site, And Provides The Project Team With The Required Objective Project Implementation Information Ensure All Project Documents, Progress Reports, Project Database Are Record Completely And Accurately In EPMS System Bachelor Degree Or Higher Education In Computer Technology / Telecommunications / Electronics Engineering Or Equivalent Fluent And Good Communication In English And Chinese Language Minimum 1 Year Experience In Telecommunications Field Be Familiar With Using Computer And Office Tools (Excel, PPT, And Other Office Software) Having Professionalism And Learning Capability What's your expected monthly basic salary? How many years' experience do you have as a Project Management Manager? How would you rate your English language skills? Which of the following languages ​​are you fluent in? Do you have a Bachelor Degree? How would you rate your Mandarin language skills? Role descriptions Salary insights Tools to help you prepare for jobs
";Tangerang;Program & Project Management;Contract;IDR 20,000,000 – IDR 25,000,000 per month;27/06/2024
IT Systems Analyst;PT SatNetCom;"What's your expected monthly basic salary? How many years' experience do you have as an Information Technology Systems Analyst? Which of the following programming languages ​​are you experienced in? How many years' experience do you have using SQL queries? Role descriptions Salary insights Tools to help you prepare for jobs
";Balikpapan;Business/System Analyst;full time;;27/06/2024
System Test Engineer (Mandarin Speaker);Hand International Pte. Ltd.;"What's your expected monthly basic salary? Which of the following languages ​​are you fluent in? How would you rate your English language skills? How would you rate your Mandarin language skills? Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Testing & Quality Assurance;full time;;27/06/2024
GA System Apps. Engineer, IT, SS;PT RGE Indonesia;;Bangkalan Regency;Business/System Analyst;full time;;27/06/2024
Information Technology Systems;广东高义包装科技股份有限公司;"What's your expected monthly basic salary? How many years' experience do you have as an Information Technology Role? Which of the following languages ​​are you fluent in? Role descriptions Salary insights Tools to help you prepare for jobs
";Batam;Network & System Administration;full time;;27/06/2024
Systems Analyst;PT Mulia Cemerlang Abadi Multi Industry;;Sukabumi;Business/System Analyst;full time;;27/06/2024
INFORMATION SYSTEM SUPPORT;Anonymous Advertiser;"Performs analysis and makes recommendations in areas that require a high level of technical competency Design data bases and dictionary criteria Performance a variety of complex programming tasks, such as designing, documenting and coding program logic Provides technical training, guidance and resource support for end users and department staff Provides application support and enhancements to existing applications. Define system requirements, priorities and variable alternatives. Coordinates the efforts of staff to locate, assess, install, test and maintain computer software systems. Coordinates conversions and upgrades to vendor systems. Performance as a project lead and directs system analyst. Provides leadership and coordination of project assigned to system analyst. In addition to all responsibilities of the system analyst position, assumes greater leadership role, utilizing broader knowledge and high level technical skills. Assists in developing user documentation and departmental policies and procedures that impact the use of application system Continues to develop professional skills in information systems and health care fields through trade magazines, manuals, seminars and courses. Assist syn training analyst staff. Perform complex senior system analyst duties on a regular and continuous basis. Performs other related duties as assigned. Minimum education Bachelor's Degree in Computer Science, Systems/Industrial Engineering, Business Administration or related field and two years of post-graduate studies. Minimum 2 year(s) experience in system analysis and/or programming required with project management or leadership responsibilities in manufacturing industries or trade companies. Must have the ability to exercise independent judgment in planning, organizing and performing system analyst tasks. Some independent judgment is required in setting priorities of tasks among multiple assigned projects. Must have ability to communicate, motivate and organize projects among a board spectrum of personal throughout the network frequently under deadline pressure Knowledge information systems, including some familiarity with financial/business applications, clinical applications, managed care applications, or al, sufficient to use and supports on-line, interactive applications based on equipment ranging from large scale minicomputers to microcomputers and to plan and perform medium to large scale computer projects. Having good knowledge about Structure Query Language (SQL) Developing or customizing module on ERP application (Preferably ERP Microsoft Dynamic Navision) Applicant must be willing to work in Central Jakarta. How many years' experience do you have as an Operations Support Role? Role descriptions Salary insights Tools to help you prepare for jobs
";Central Jakarta;Network & System Administration;full time;;27/06/2024
Supervisor Management Information System;PT. MULTI MEDIKA INTERNATIONAL, TBK;Male / Female Bachelor's degree in Information Technology, Computer Science, or related field. Experience in managing and maintaining MIS systems for at least 5 years. Strong understanding of data management principles and best practices. Proven leadership and team management skills. Good communication and interpersonal skills. Proficiency in database management, SQL, PHP, CSS, JavaScript, CodeIgniter and Laravel Frameworks. Develop and implement policies and procedures for data processing, system development, and operations. Manage and maintain server data also make good for security system of networking and company data. Evaluate, select, and implement appropriate hardware and software solutions to support MIS objectives. Oversee data security measures to protect sensitive information. Create and enforce IT policy procedures. Supervise a team of IT professionals, including analysts, programmers, and technicians. Contribute and implement organizational strategies by using technology. Ensure the smooth running of all IT systems, including networks, hardware, software, and data security. Schedule upgrades, backups, and maintenance for IT systems. Identify and mitigate IT risks, including security threats. Collaborate with various departments to understand their data needs and implement efficient data collection, storage, and retrieval processes. Daily, weekly, and monthly reports to the Board of Directors of PT. Multi Medika Internasional Tbk Willing to work under pressure How many years of work experience do you have using SQL queries? What Relational Database Management Systems (RDBMS) can you use? Which programming languages ​​below can you use? Which data analysis tools below can you use? How long did it take you to notify your current employer? Are you willing to travel for this job when needed? Which languages ​​below do you speak fluently? Do you have FMCG retail experience?;West Jakarta;Database Development & Administration;full time;;27/06/2024
Systems Analyst;KSP Veranda Dana;What monthly salary do you want?;South Jakarta;Business/System Analyst;full time;IDR 5,000,000 – IDR 6,000,000 per month;27/06/2024
Systems Development;PT Sriboga Marugame Indonesia;"Assist System Application, ERP, Automation. Data warehouse, and System Interface. Lead Internal IT Project. Develop necessary software. Manage running / existing software. Min. Bachelor's Degree in Information Systems, IT, etc. At least 2 years experience in leading team. Preferably Experience in retail/ F&B industry Preferably Experience in ERP system Preferably Experience in developing B1 Preferably Experience as IT Project Lead Experience in Developing full product (desktop, web) Experience at least 1 life cycle project development / implementation Understand IT SDLC / Project method (waterfall , agile) Skills: Desktop Programming, Web Front-end & Back-end, Database & BI, and Project management. Understand design, development (MSQL, Azure DB, My SQL) Programing (desktop, web, mobile), front-end/back-end, visual studio (VB.net, Asp.net. Java, Php), Android studio (java , Kotlin). Which programming languages ​​below can you use? How do you rate your English skills? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Developer/Programmer;full time;;27/06/2024
Infrastructure Business Systems Analyst;PT Kamoro Maxima Integra;"Identify and analyze business requirements and integrate them with existing and new technical solutions. Collaborate with the IT team to design and implement network infrastructure and security solutions that meet business requirements and industry standards. Manage infrastructure and security-related projects from conception to execution, including setting timelines, monitoring progress, and ensuring compliance with budgets and specifications. Must be willing to travel to Papua every 3 months. Bachelor's degree in Information Technology, Computer Science, or a related field with minimum GPA 3.00. Minimum of 2 years' experience as a Business Analyst or Systems Analyst, with a specific focus on network and security infrastructure. Demonstrated experience in project management, including the ability to manage projects effectively and deliver results on time. Deep understanding of networking technologies, including TCP/IP, LAN/WAN, firewalls, routers, and VPN technologies. Expertise in information security systems and security standards such as ISO 27001, NIST, etc. Strong documentation skills, particularly with technical documentation tools such as Azure DevOps (ADO). Ability to maintain confidentiality and handle sensitive information responsibly. Proven analytical and technical problem-solving skills. Proficient in English communication (verbal and written). We offer very attractive salary and outstanding benefits. Most of our clients are multinational companies where you will be exposed to a large IT environment and valuable experience in international scale projects. You will always learn new things as our projects always adopt the latest technology and best practices available in the market. Last but not least, we offer a supportive and encouraging environment that puts the emphasis on teamwork. Here, your soft skills (professional relationships, character, attitude) will grow as fast as your technical skills. What's your expected monthly basic salary? How would you rate your English language skills? Are you available to travel for this role when required? How many years' experience do you have with project planning and scheduling? Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Business/System Analyst;full time;;27/06/2024
IT System Requirement Analyst (JS - IT SRA);OTO Group;"Analyze company or user needs and create a system design that is relevant to those needs. Maximum age 32 years Minimum education Bachelor's degree in Informatics Engineering / Informatics Management / Computer Engineering Mastering basic Transact SQL script programming 2008 / 2012 Understanding Visual Studio .Net Programming; Understand the RDBMS (Relational Data Base Management System) concept Understand the process of identifying user needs Experienced in creating functional specifications Understand good testing methods for User Acceptance Test (UAT) Understand the impact analysis of existing systems on user needs Experience as a business analyst / system analyst at least 1 -2 years Career Path Basic Salary Attendance allowance BPJS Health Insurance Employment and health THR and Bonus What's your expected monthly basic salary? How many years' experience do you have as a Requirements Analyst? Which of the following languages ​​are you fluent in? How much notice are you required to give your current employer? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Business/System Analyst;full time;;27/06/2024
Systems Analyst;PT. K-LINK INDONESIA;What's your expected monthly basic salary? How many years' experience do you have as a systems analyst? Which of the following programming languages ​​are you experienced in? How many years' experience do you have using SQL queries?;South Jakarta;Business/System Analyst;full time;IDR 6,000,000 – IDR 9,000,000 per month;27/06/2024
IT Systems Testing Engineer;BYD Indonesia;"Implement system enhancements and process automation to improve efficiency and streamline operations within the BYD Headquarters Management System platform Lead and execute IT projects related to the Pre-Sales System, ensuring timely delivery within budget and scope. Conduct feasibility studies and gather user requirements to inform project plans and system enhancements. Participate in user acceptance testing, system integration testing, and deployment planning to ensure successful project implementation. Provide first-level support for functional issues, analyze system problems, and propose solutions or countermeasures. Liaise with vendors to negotiate costs, manage project progress, and ensure timely delivery of services. Develop training materials and conduct training sessions for users on new system features and functionalities. Ensure that system enhancements and processes comply with relevant regulations and industry standards. Bachelor's degree in Computer Science or a related field. At least have 3 years of software testing experience or 2 years of app testing experience. Good Communication skills in English, Indonesian (written and verbal). Mandarin is plus Proficient in at least one scripting or programming language (eg, Python) with the ability to independently develop UI and API automation scripts. Expertise in using common testing tools like JMeter, Fiddler, Postman, or app testing tools like DDMS, Monkey, Fiddler. Familiarity with MySQL database and proficiency in SQL scripting. Knowledge of Unix/Linux operating systems, including proficiency in basic Linux commands and shell scripting. Strong analytical and problem-solving skills with the ability to troubleshoot complex technical issues. What's your expected monthly basic salary? How many years' experience do you have as a Testing Engineer? How would you rate your English language skills? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Engineering - Network;full time;;27/06/2024
HR Systems Consultant;PT System Ever Indonesia;"Responsible for designing, analyzing, updating payroll Management & Calculation also updating regulations Responsible for requirements gathering, business process analysis and the synthesis of information gathered into a Business Application Responsible for analyzing and designing the improvements and upgrading the business process into a Business Application Software Design Design, develop, test and implement software solutions to meet the requirements Responsible to implement software as user's requirements, UAT & go live system, and maintenance Proactive maintenance and corrective action as Service Level Agreement (SLA) Work with sales do to product demonstration and Proof of Concept to clients Responsible for researching, evaluating and integrating new technologies into environments Age Max 35 Years Old Candidate must possess at least Bachelor's Degree Any discipline At least 3 Years of working experience in the related field Able to communicate with English both oral & written Having experiences in ERP (HR) Software Implementation : Organization, Employees, Time Management, Payroll, Reimbursement, Recruitment, Performance & Talent Management Strong Analytical Thinking Very good communication with clients and teamwork Fast learner and able to work with minimum guidance and supervision Good Presentation & able to convince clients Manage time and coordinate with clients and teamwork in tight schedule Experience in ERP/HR Data Migration & Do Testing SIT/UAT Experience in Project Implementation Proficiency in Microsoft Office and web presentation tools Having Good Communications Skills What monthly salary do you want ? How many years' experience do you have as a Systems Consultant? Are you willing to travel for this job when needed? Which languages ​​below do you speak fluently? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;full time;IDR 17,000,000 – IDR 25,000,000 per month;27/06/2024
IT Systems Analyst;PT GLOBAL LOYALTY INDONESIA;"Bachelor degree from Information Systems or equivalent Experience minimum 2 years in Product Development or IT Business Analyst or IT System Analyst Skill Unified Modeling Language (UML) Skill PL/SQL Query, presentation, Communication, negotiation. Experience developing system design/ functionality document, use case, flow process/ activity diagram Knowledge relational and class diagram Problem solving, analytical and critical thinking, innovate & responsibility Experience with transactional projects How much monthly salary do you want? How many years' experience do you have as an Information Technology Systems Analyst? Role descriptions Salary insights Tools to help you prepare for jobs
";Tangerang;Business/System Analyst;Contract;;27/06/2024
IT - Systems Analyst;PT. Tonjoo Initiates Technology;"Have good technical knowledge in the field of application development (information systems, websites, mobile applications). Have experience involved in application development as an analyst, programmer or data analyst for at least 1 year of experience. Can create required project documentation including: ERD, UML, User Story. Mastering SQL queries to perform data processing. Able to work multitasking and under pressure with tight deadlines. Can communicate well with clients and project teams. Conduct system requirements analysis with output in the form of technical documents. Together with the PM, ensure that developers work according to the deadlines and specifications that have been determined. Ensure developers work according to predetermined deadlines and specifications. Report developer progress to PM & management regularly, both verbally and in writing. System Analyst analyzes project requirements. Create technical documents from project requirements. Coordination with PM, Coordination with developers. Carrying out research related to new technological developments, Conducting technological research. Helping developers in working on projects so that the project runs smoothly. What's your expected monthly basic salary? How many years' experience do you have as a systems analyst? How many years' experience do you have as an Information Technology Systems Analyst? Which of the following languages ​​are you fluent in? How many years' experience do you have using SQL queries? How would you rate your English language skills? Which of the following ERP products do you have experience using? Which of the following Microsoft Office products are you experienced with? Role descriptions Salary insights Tools to help you prepare for jobs
";Sleman;Business/System Analyst;full time;IDR 3,000,000 – IDR 4,000,000 per month;27/06/2024
Systems Analyst;PT. Prima Vista Solutions;Bachelor Degree in Computer Science/related from reputable university with GPA > 3.00 Understanding SDLC especially from requirements up to System Design Phase Mastering software design/modeling of the following : Business Process Modeling Notation (BPMN), Unified Modeling Language (UML) Use Case Model , Activity Diagrams, Flow Charts, Sequence Diagrams, etc. Database Design: ER Modeling, Logical Database Mapping and Normalization User Interface Design Mastering software design tools (at least MS Visio) Proactive organizational skills, reliable, with high integrity and strong work ethic Eager to learn new things and committed to self-improvement Ability to keep a positive attitude in a fast-paced environment Professional appearance and attitude Strong logical, analytical, conceptual thinking and problem-solving skills, eye for detail and accuracy Adaptable and able to work independently as well as in a team Ablity to work with minimum supervision Good communication and interpersonal skills in both English and Bahasa Indonesia (written & spoken) At least 2 years experience as System Analyst is a must. What monthly salary do you want?;South Jakarta;Business/System Analyst;full time;IDR 8,000,000 – IDR 12,000,000 per month;27/06/2024
SYSTEM SUPPORT;PT Asuransi Harta Aman Pratama Tbk;"
Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Network & System Administration;full time;;27/06/2024
Senior Systems Analyst;PT. K-LINK INDONESIA;What's your expected monthly basic salary? How many years' experience do you have as a systems analyst? Which of the following programming languages ​​are you experienced in? How many years' experience do you have using SQL queries?;South Jakarta;Business/System Analyst;full time;IDR 10,000,000 – IDR 14,000,000 per month;27/06/2024
Inspur IT Server Engineer;TITANICOM TECH LIMITED;"Coordinating with team members in order to identify issues, resolve tickets and troubleshoot faulty devices. Onsite support device(switch & server) maintenance job. Participate in the implementation of onsite projects, including installation, cabling, switch configuration, acceptance test etc. Coordinate with vendors and support team on project technical problem resolution and implementation issues. Participate in preparing necessary documents in advance, including configuration scripts, cable connection table, and project/service acceptance report. Daily, weekly, monthly and quarterly report or customer level report when it is required. Handling parts inwards and outwards of the warehouse. Manage warehouse inventory accordingly and conduct stock checks upon request, supporting parts delivery to the data center. Educational Requirement: Diploma or above, preferably in computer science and technology, information security, network engineering, or related computer majors. Language Requirement: Proficient in English with standard pronunciation (American or British English), able to communicate fluently and participate in business meetings; being able to communicate in Chinese is a bonus. Experience Requirement: 3-5 years experience in IT-related technical support roles (such as computer/server hardware vendor after-sales technical support engineer, server field operation and maintenance engineer, Helpdesk, etc.). Familiar with server basic hardware architecture, capable of basic troubleshooting of common hardware failures in servers/computers; familiar with server operating systems such as Linux, VMware, Windows Server. Basic server knowledge and familiarity with Linux CLI Able to travel on demand able to travel domestic and overseas Work effectively under pressure and work overtime may be required What's your expected monthly basic salary? How many years' experience do you have as a Server Engineer? How much notice are you required to give your current employer? Which of the following languages ​​are you fluent in? Role descriptions Salary insights Tools to help you prepare for jobs
";Greater Jakarta;Engineering - Hardware;full time;IDR 13,000,000 – IDR 14,000,000 per month;27/06/2024
IT System Administration and General Affairs - for Direct Insurance Broker;PT Tri Dharma Protection;"What's your expected monthly basic salary? Which of the following languages ​​are you fluent in? How much notice are you required to give your current employer? How many years' experience do you have as a Technical Support Professional? How many years' experience do you have as a Microsoft 365 Administrator? How many years' experience do you have as a Purchasing and Office Support Officer? How many years' experience do you have as a Software Administrator? How many years' experience do you have as an Office Secretary? Role descriptions Salary insights Tools to help you prepare for jobs
";South Jakarta;Network & System Administration;full time;;27/06/2024
Information Security and System Risk Controller Staff;PT Bank Resona Perdania;"To do risk identification, measurement, monitoring and controlling related to Information Technology. To do repairs and complete to the ""System Risk Management and Information Security"". To do monitoring and ensuring the effectiveness of run processes in developing and existing Information Technology, communication networks, information security, BCP (Business Continuity Plan), end user computing, electronic banking and the utilization of third party of Information Technology. To do coordination, guiding and directing system controller of each Division, Section, Branch and Sub-Branch also make reports or suggestions of repairs and avoid continuously to BOD. To monitor and supervise action plan from findings internal and external audit and assigned to Information Technology Development Section to settle based on target date. To monitor system projects, user requests and requests to vendors both internally and externally. To supervise internet and email usage and control for email attachments must be password protected which will be sent out with the email. Candidate must possess at least Bachelor's Degree in IT / Information Systems. Have experience in Banking Industry. Have good analytical thinking, problem solver and pro-active. Have good communication skills, leadership, able to work in tight deadlines. Depth knowledge in Information Security area, keep updated related Information Security issues. At least 3 Year(s) of working experience in the related field is required for this position. Placement : Head Office, Jakarta What's your expected monthly basic salary? Role descriptions Salary insights Tools to help you prepare for jobs
";Central Jakarta;Security;full time;;27/06/2024
